name
"Welcome to Mooseport,The Full Monty,Harrison Montgomery,Severance,The League of Extraordinary Gentlemen,Romeo + Juliet,Made in Dagenham,Bulworth,The Passion of the Christ,Just Married,Hoffa,Wah-Wah,Cecil B. Demented,Headhunters,The Last King of Scotland,DodgeBall: A True Underdog Story,We Bought a Zoo,Cleopatra,20 Dates,The 51st State,Shine,Movie 43,Shame,Taken 2,Alexander"
"Highlander: The Final Dimension,Black Rain,The Terminator,Warlock: The Armageddon,The Toxic Avenger Part II,47 Ronin,Teenage Mutant Ninja Turtles III,Sands of Iwo Jima,Timeline,Underworld: Awakening,Doomsday,Extreme Ops,Cloud Atlas,The Wolverine,Small Soldiers,Impostor,Deep Rising,Under Siege 2: Dark Territory,Project Almanac,The Matrix,Mirror Mirror,Tora! Tora! Tora!,The League of Extraordinary Gentlemen,Old Joy,Terminator 3: Rise of the Machines"
"Blood and Wine,Sexy Beast,The Whole Ten Yards,Mr. Turner,I Am Wrath,Reindeer Games,Coriolanus,City By The Sea,Heist,The Counselor,Wanted,1982,Butterfly,Ladder 49,Salton Sea,The Good Thief,Adam,Elizabethtown,Spider,Kickboxer: Vengeance,Garden State,Capote,Running Scared,Rockaway,Love Happens"
"Snow White: A Tale of Terror,Harrison Montgomery,Mirror Mirror,White Noise,Bathory: Countess of Blood,Diary of the Dead,The Last Legion,Hannibal Rising,Heavy Metal,Movie 43,Ararat,Redacted,The Lovers,Severance,Wah-Wah,Triangle,Headhunters,The Woman in Black,Brooklyn,The Dark Hours,Creepshow,Fantastic Four,Elizabeth,Southland Tales,The Frozen Ground"
"The Curse of the Jade Scorpion,The Spanish Prisoner,Mystic Pizza,Nighthawks,Don Jon,Blood Ties,All Good Things,Just Like Heaven,Deadfall,Think Like a Man Too,Novocaine,The Sound and the Shadow,Paycheck,Anything Else,Alone With Her,Clerks II,Employee of the Month,I Don't Know How She Does It,Don McKay,Laws of Attraction,Nightcrawler,Whatever Works,Fur: An Imaginary Portrait of Diane Arbus,Newlyweds,The Pink Panther"
"Accidental Love,The Flintstones in Viva Rock Vegas,Love Letters,The Loved Ones,16 to Life,The Importance of Being Earnest,The Incredibly True Adventure of Two Girls In Love,Annie Hall,Never Again,The Broadway Melody,Shakespeare in Love,Lovely & Amazing,Love Jones,Tom Jones,New in Town,Love & Other Drugs,Her,Beyond the Lights,The Simpsons Movie,Lage Raho Munna Bhai,The Santa Clause,The Ugly Truth,Griff the Invisible,Blonde Ambition,Saving Face"
"Flipper,Just Looking,The Adventures of Elmo in Grouchland,DysFunktional Family,Me You and Five Bucks,Should've Been Romeo,Flying By,The Truman Show,Jeff, Who Lives at Home,Copying Beethoven,1982,Ali,Rockaway,Wild Target,All Is Lost,Khumba,Hellraiser,Blue Like Jazz,The Amazing Spider-Man,Everything Must Go,Alfie,Garden State,Multiplicity,We Are Your Friends,Back to the Future"
"Self/less,Unbreakable,Don McKay,Original Sin,Area 51,Baghead,Moonlight Mile,Abduction,The Village,Cypher,Extreme Measures,Salton Sea,Knowing,Dragonfly,Final Destination 2,Nothing But a Man,Memento,Atlas Shrugged Part III: Who is John Galt?,Alien Zone,To Rome with Love,Phantasm II,Windsor Drive,The Slaughter Rule,2001: A Space Odyssey,Paycheck"
"The Constant Gardener,The 51st State,Shame,Spider,Coriolanus,Hannibal Rising,White Noise,Wah-Wah,Bright Star,The Wind That Shakes the Barley,Arbitrage,Harrison Montgomery,The Last King of Scotland,The Proposition,Focus,Harry Brown,Vera Drake,Made in Dagenham,Redacted,Severance,The Iron Lady,Alexander,The Bad Lieutenant: Port of Call - New Orleans,Shine,Machete Kills"
"The Passion of the Christ,The Full Monty,Romeo + Juliet,Wah-Wah,Harrison Montgomery,The Duchess,Welcome to Mooseport,Love Me Tender,Cleopatra,How Green Was My Valley,Shame,The Bad Lieutenant: Port of Call - New Orleans,The Secret Life of Walter Mitty,Redacted,Made in Dagenham,Bulworth,Edward Scissorhands,Spider,Gentleman's Agreement,All That Jazz,A Cock and Bull Story,Cecil B. Demented,Headhunters,Deadline - U.S.A.,20 Dates"
"Mrs. Doubtfire,Should've Been Romeo,The Verdict,We Bought a Zoo,1982,All That Jazz,Me You and Five Bucks,Blue Like Jazz,My Cousin Vinny,Jeff, Who Lives at Home,The Legend of Hercules,Nine,The Full Monty,Grandma's Boy,20 Dates,The Adventures of Elmo in Grouchland,Out of the Blue,King's Ransom,The Egyptian,Out of the Blue,The Peanuts Movie,Copying Beethoven,Flying By,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,All Is Lost"
"Rain Man,The Water Diviner,Hell's Angels,Charlie St. Cloud,The Mudge Boy,Bananas,Urbania,The Man in the Iron Mask,Kiss the Girls,Bright Lights, Big City,The Young and Prodigious T.S. Spivet,The Amazing Spider-Man,Our Idiot Brother,The Man from Snowy River,Get Carter,City of Ghosts,Brotherly Love,An Ideal Husband,Hugo,The Weather Man,Cat on a Hot Tin Roof,Cavite,Hang 'em High,Nine,Igby Goes Down"
"Gran Torino,All Is Lost,Should've Been Romeo,Flying By,How to Fall in Love,The Truman Show,1982,Jeff, Who Lives at Home,American Sniper,Wild Target,Copying Beethoven,Me You and Five Bucks,The Mudge Boy,A Christmas Carol,Homefront,Manito,The Whole Ten Yards,The Adventures of Elmo in Grouchland,Alfie,Rockaway,Hellraiser,Multiplicity,The Amazing Spider-Man,Blue Like Jazz,Garden State"
"W.,The Truman Show,Jeff, Who Lives at Home,Bruce Almighty,1982,The Whole Ten Yards,Flying By,Copying Beethoven,J. Edgar,Gran Torino,Multiplicity,Me You and Five Bucks,Son of God,Should've Been Romeo,All Is Lost,Memento,Million Dollar Baby,The Last Emperor,How to Fall in Love,Charlie St. Cloud,Nine,My All American,The Adventures of Elmo in Grouchland,Wish I Was Here,A Single Man"
"Taken,Taken 2,Cecil B. Demented,The Cold Light of Day,Transporter 2,The Crow,True Lies,Taken 3,Commando,Fifty Dead Men Walking,Unstoppable,Live Free or Die Hard,The Mechanic,Cheaper by the Dozen,The League of Extraordinary Gentlemen,The Kite Runner,The 51st State,The French Connection,Brokedown Palace,Catch That Kid,The Full Monty,Southland Tales,Fantastic Four,Surrogates,Welcome to Mooseport"
"The Best of Me,Admission,All the Real Girls,The Switch,Tiny Furniture,The Best Years of Our Lives,Varsity Blues,21 Jump Street,Edward Scissorhands,The Best Man Holiday,Bride & Prejudice,Grown Ups,August,Another Year,21,Kiss the Bride,Light It Up,The Dirties,High School Musical 3: Senior Year,Conversations with Other Women,Better Luck Tomorrow,Quartet,Celeste & Jesse Forever,ATL,The Spectacular Now"
"The Bodyguard,A Walk to Remember,Lucky You,True Romance,Mary Reilly,The Sentinel,Training Day,The Prestige,Poseidon,Proof of Life,Disclosure,Rebecca,My Fair Lady,Extreme Ops,Capote,Swordfish,The Lake House,Cruel Intentions,The Phantom of the Opera,Love Me Tender,Conspiracy Theory,Executive Decision,Love Letters,Gangster Squad,Looney Tunes: Back in Action"
"Schindler's List,Unbroken,U-571,Red Tails,Lawrence of Arabia,Fury,Letters from Iwo Jima,Fort McCoy,The Imitation Game,Saints and Soldiers,War Horse,Proud,Inglourious Basterds,For Greater Glory - The True Story of Cristiada,Miracle at St. Anna,The Monuments Men,Woman in Gold,Gods and Generals,Lincoln,Catch-22,Judgment at Nuremberg,The Pianist,Cinderella Man,The Railway Man,The Great Raid"
"The Help,The Matrix Reloaded,Bless the Child,The Equalizer,The Fault in Our Stars,Beginners,Raising Helen,Wimbledon,City By The Sea,The Curse of Downers Grove,The Lizzie McGuire Movie,To Write Love on Her Arms,Seventh Son,American Dreamz,One Hour Photo,A Walk to Remember,Caravans,P.S. I Love You,Funny Ha Ha,Analyze That,Paper Towns,The Mirror Has Two Faces,She's the Man,Felicia's Journey,Shopgirl"
"The Fifth Estate,The Soloist,Son of God,Disturbia,Ladder 49,Margin Call,Nixon,Cinderella Man,Seabiscuit,Flash of Genius,Forsaken,The Count of Monte Cristo,The Hundred-Foot Journey,The Hurricane,Moonlight Mile,Timecop,The Kite Runner,Annie,Antwone Fisher,Flightplan,Delivery Man,Spotlight,A Dangerous Method,3 Days to Kill,Lincoln"
"Scooby-Doo 2: Monsters Unleashed,Scooby-Doo,Creepshow,The Medallion,Son of the Mask,Harry Potter and the Chamber of Secrets,Gremlins,Harry Potter and the Order of the Phoenix,Gremlins 2: The New Batch,Dylan Dog: Dead of Night,The Lego Movie,Babe: Pig in the City,Mystery Men,Looney Tunes: Back in Action,Frankenweenie,Lethal Weapon 4,Max,Dear Wendy,30 Minutes or Less,Doug's 1st Movie,Love in the Time of Monsters,Mad City,Tin Cup,Superman Returns,Monster House"
"Freddy vs. Jason,Friday the 13th Part VIII: Jason Takes Manhattan,A Nightmare on Elm Street 4: The Dream Master,Friday the 13th Part III,Cecil B. Demented,Jason Goes to Hell: The Final Friday,The Forbidden Kingdom,Friday the 13th Part VI: Jason Lives,Anaconda,Friday the 13th: A New Beginning,Jason X,A Nightmare on Elm Street,Donnie Darko,Woo,A Nightmare on Elm Street Part 2: Freddy's Revenge,We're the Millers,Dawn of the Dead,Welcome to the Rileys,Friday the 13th Part VII: The New Blood,Mission: Impossible III,Speed 2: Cruise Control,Saw II,The Secret Life of Walter Mitty,The Conjuring 2,Laws of Attraction"
"The Face of an Angel,Harrison Montgomery,The Calling,Made in Dagenham,Headhunters,Jindabyne,Redacted,Severance,Ararat,The Dirties,Freakonomics,Sin City: A Dame to Kill For,Masked and Anonymous,Hannibal Rising,The Duchess,Imagine Me & You,Florence Foster Jenkins,The Wind That Shakes the Barley,Inside Deep Throat,Wah-Wah,Vera Drake,The Bad Lieutenant: Port of Call - New Orleans,Stolen,Elizabeth,My Week with Marilyn"
"Jimmy Neutron: Boy Genius,Delgo,Mars Needs Moms,E.T. the Extra-Terrestrial,Toy Story 2,The Boxtrolls,Barnyard,Rio,The Adventures of Elmo in Grouchland,Khumba,The Incredibles,Planet 51,Invaders from Mars,I Married a Strange Person!,The Book of Life,Bolt,Back to the Future,Shrek Forever After,The Ant Bully,Chicken Little,Cars 2,Pinocchio,Arthur and the Invisibles,Stuart Little 2,Mr. Peabody & Sherman"
"Cloverfield,The Hitchhiker's Guide to the Galaxy,U.F.O.,The Fifth Element,Super 8,Battleship,How to Lose Friends & Alienate People,Alive,Titan A.E.,Bullets Over Broadway,High Heels and Low Lifes,Napoleon Dynamite,Dylan Dog: Dead of Night,Circle,Race to Witch Mountain,Grabbers,The Hangover,Legend of the Guardians: The Owls of Ga'Hoole,Joy Ride,Fantastic Four,Area 51,Feast,Mutual Friends,The 5th Wave,Prophecy"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles,New Year's Eve,We're the Millers,The Incredible Burt Wonderstone,New Nightmare,Woo,The Helix... Loaded,Gremlins 2: The New Batch,Back to the Future Part II,Take the Lead,The Adventures of Pinocchio,Rush Hour 2,Laws of Attraction,Teenage Mutant Ninja Turtles: Out of the Shadows,Friday,The Lord of the Rings: The Two Towers,Money Talks,Drop Dead Gorgeous,The Hobbit: The Battle of the Five Armies,Mortal Kombat,Keanu,Journey to the Center of the Earth,Return to Oz"
"The Untouchables,City By The Sea,The Score,Texas Rangers,Rambo III,The Equalizer,The Rainmaker,The Midnight Meat Train,Double Jeopardy,The Godfather: Part III,Wimbledon,American Hustle,The Jacket,Fort McCoy,Young Sherlock Holmes,Beginners,Layer Cake,Lord of War,Ladder 49,Red Riding: In the Year of Our Lord 1974,Pain & Gain,Donnie Brasco,Stop-Loss,Dying of the Light,The Death and Life of Bobby Z"
"No Country for Old Men,True Grit,The Killer Inside Me,Perrier’s Bounty,The Spanish Prisoner,Walking Tall,Amidst the Devil's Wings,Blood Ties,Happy, Texas,Marvin's Room,The Apostle,Spring Breakers,I Am Wrath,Hannibal Rising,Butterfly on a Wheel,Spider,You Kill Me,Spun,Butterfly,The Life of David Gale,The Kite Runner,Sahara,Wanted,Suspect Zero,Old Joy"
"Ride Along,Ride Along 2,Take Me Home Tonight,The R.M.,Our Idiot Brother,Kickboxer: Vengeance,Charlie St. Cloud,Should've Been Romeo,From Paris with Love,American Hero,The Last Emperor,Killers,Liar Liar,Fool's Gold,Wild Target,The Amazing Spider-Man,High Road,How to Fall in Love,Knocked Up,She's All That,Interview with the Assassin,Confidence,Homefront,Flying By,Alfie"
"Bridget Jones's Diary,Bridget Jones: The Edge of Reason,Love Actually,Anna Karenina,Shall We Dance?,Elizabeth,The Borrowers,It's a Wonderful Afterlife,Trainspotting,The Proposal,Imagine Me & You,Atonement,Thirteen,My Beautiful Laundrette,Home for the Holidays,Definitely, Maybe,Thunderbirds,The Holiday,Pride & Prejudice,Hail, Caesar!,The Iron Lady,What a Girl Wants,The Pianist,Made in Dagenham,The Libertine"
"Chocolat,Tumbleweeds,Divine Secrets of the Ya-Ya Sisterhood,Edward Scissorhands,You Can Count on Me,A Walk on the Moon,Limbo,Because of Winn-Dixie,Mumford,Shall We Dance?,George Washington,16 to Life,Mr. Deeds,Jersey Girl,Blazing Saddles,The Guard,Cheri,Dear Wendy,A Walk to Remember,Welcome to the Rileys,Brigham City,The Hoax,Come Early Morning,Alexander,Mamma Mia!"
"Legally Blonde 2: Red, White & Blonde,My Big Fat Greek Wedding,Who's Your Caddy?,Be Cool,Notting Hill,Meet the Fockers,Monster-in-Law,Out of Sight,Red Sonja,Inchon,Walking Tall,Cheri,Guess Who,Doctor Zhivago,Straight A's,Zookeeper,Bathing Beauty,Stargate: The Ark of Truth,DodgeBall: A True Underdog Story,The Hotel New Hampshire,Alpha and Omega: The Legend of the Saw Tooth Cave,The Other End of the Line,Sydney White,Topsy-Turvy,The Secret Life of Walter Mitty"
"Parental Guidance,Gulliver's Travels,The Watch,Devil's Due,Mr. Popper's Penguins,Garfield: A Tail of Two Kitties,Rise of the Planet of the Apes,X-Men: First Class,Victor Frankenstein,Monte Carlo,All About Steve,Dragonball Evolution,Death Sentence,Lincoln,Bride Wars,A Good Day to Die Hard,Chronicle,Machete,Wall Street: Money Never Sleeps,Percy Jackson: Sea of Monsters,Night at the Museum: Battle of the Smithsonian,We Bought a Zoo,Garfield,The Day the Earth Stood Still,Avatar"
"No Strings Attached,Mallrats,Walking and Talking,The Dirties,High Heels and Low Lifes,The Hangover,Something Borrowed,Blonde Ambition,Tusk,Sex Drive,That Awkward Moment,Why Did I Get Married?,How to Lose Friends & Alienate People,Full Frontal,Bridesmaids,Virgin Territory,Friends with Benefits,Imagine Me & You,Light from the Darkroom,Hope Floats,Road Trip,Dysfunctional Friends,The Switch,Gerry,Julia"
"Tombstone,Forsaken,All Is Lost,Rockaway,Crimson Tide,I Am Number Four,Nixon,Faster,Grosse Pointe Blank,The Adventurer: The Curse of the Midas Box,Jarhead,The Last Emperor,The Mask of Zorro,Gran Torino,Imagine That,RED,The Rundown,The Judge,Timecop,Three Kingdoms: Resurrection of the Dragon,The Adventures of Elmo in Grouchland,The Count of Monte Cristo,Robin and Marian,Lethal Weapon 4,Lone Star"
"Romeo Must Die,Gods and Generals,Lethal Weapon 4,U-571,Born Of War,300: Rise of an Empire,Fort McCoy,Sherlock Holmes: A Game of Shadows,Training Day,The Great Raid,Glory,Born on the Fourth of July,American Sniper,The Outsiders,The Good German,Ri¢hie Ri¢h,Catch-22,Red Tails,The Dark Knight,Swordfish,The Art of War,The Charge of the Light Brigade,Looney Tunes: Back in Action,San Andreas,The Matrix Revolutions"
"The Omen,Devil's Due,The Full Monty,The Rite,Romeo + Juliet,The Day After Tomorrow,Welcome to Mooseport,Paparazzi,Taken 2,A Beginner's Guide to Snuff,The Devil Wears Prada,Hannibal Rising,How Green Was My Valley,Ravenous,Anaconda,The Devil's Advocate,The League of Extraordinary Gentlemen,Dracula 2000,The Marine,The 51st State,We Bought a Zoo,The Passion of the Christ,Big Mommas: Like Father, Like Son,Mission: Impossible III,Amidst the Devil's Wings"
"Final Destination 3,The Final Destination,Final Destination,Sherlock Holmes: A Game of Shadows,K-19: The Widowmaker,Ghostbusters,Sausage Party,Donnie Brasco,Dumb and Dumber To,Joy Ride,One Missed Call,Psycho,Final Destination 5,City By The Sea,Goosebumps,The Jacket,Seabiscuit,La Bamba,The Witch,The Stepford Wives,Sherlock Holmes,Bandits,Into the Storm,Shutter,Raising Helen"
"The Lucky One,Winter's Tale,Lucky You,American Sniper,Gran Torino,The Judge,Grosse Pointe Blank,Elizabethtown,Stop-Loss,Larry Crowne,Disclosure,Sherlock Holmes: A Game of Shadows,Robin and Marian,The Invention of Lying,Don Jon,Home Fries,Barry Munday,Garden State,All Is Lost,City By The Sea,The Truman Show,Everything Must Go,Apocalypto,A Walk to Remember,Take Me Home Tonight"
"Bridge to Terabithia,The Adventures of Pinocchio,One Night with the King,Ramona and Beezus,Samantha: An American Girl Holiday,The Newton Boys,Young Guns,Air Bud,Frances Ha,Dolphin Tale,Radio,My Dog Tulip,Duma,The Mighty Macs,Georgia Rule,Vicky Cristina Barcelona,Light It Up,Easy A,21,This Is England,Charlie Bartlett,Hoot,Mad Max Beyond Thunderdome,Confessions of a Teenage Drama Queen,Superstar"
"Finding Neverland,Miss Potter,Harry Brown,Redacted,The Libertine,Nowhere Boy,Deconstructing Harry,The Night Listener,Perfume: The Story of a Murderer,Made in Dagenham,Alexander,Bobby Jones: Stroke of Genius,Shame,Desert Dancer,A Cock and Bull Story,Due Date,The Bad Lieutenant: Port of Call - New Orleans,The Duchess,One Day,The Last King of Scotland,Black or White,The Last Station,Sliding Doors,Clay Pigeons,The Rite"
"A Madea Christmas,A Charlie Brown Christmas,The Family Stone,The Muppet Christmas Carol,A Christmas Story,This Christmas,Christmas Eve,Christmas with the Kranks,The Christmas Bunny,Scrooged,Arthur Christmas,Happy Christmas,A Very Harold & Kumar Christmas,Four Christmases,Love the Coopers,The Best Man Holiday,Elf,Bad Santa,Black Nativity,Black Christmas,Why Did I Get Married?,Coffee Town,The Santa Clause,Somewhere,Unaccompanied Minors"
"The Grey,Alive,White Squall,The Martian,The Purge: Anarchy,Lone Survivor,Eden,G.I. Jane,13 Hours: The Secret Soldiers of Benghazi,The Shallows,Into the Grizzly Maze,Vampires,Circle,We Are Marshall,A Sound of Thunder,Redemption Road,In the Heart of the Sea,Sabotage,Echo Dr.,The Bourne Legacy,Extreme Ops,Machete Kills,Against the Ropes,Buried,Unsullied"
"Hide and Seek,We Bought a Zoo,Commando,1982,Flying By,The R.M.,Homefront,Multiplicity,Copying Beethoven,About Schmidt,True Lies,Interview with the Assassin,Hellraiser,The Truman Show,Should've Been Romeo,The Whole Ten Yards,All That Jazz,My Cousin Vinny,Jeff, Who Lives at Home,All Is Lost,How to Fall in Love,Alfie,Nine,Disturbia,Chasing Papi"
"Anchorman: The Legend of Ron Burgundy,Anchorman 2: The Legend Continues,Megamind,Employee of the Month,The Cookout,The Goods: Live Hard, Sell Hard,Celebrity,The Animal,The Sound and the Shadow,Talladega Nights: The Ballad of Ricky Bobby,Alvin and the Chipmunks: The Road Chip,Adventureland,Clerks II,Zoolander 2,The Greatest Movie Ever Sold,Gentlemen Broncos,Screwed,The Jimmy Show,Newlyweds,Valentine's Day,What Just Happened,Along Came Polly,The Ladykillers,The Incredible Burt Wonderstone,Top Five"
"GoodFellas,Find Me Guilty,Things to Do in Denver When You're Dead,The Funeral,Casino,The Iceman,American Gangster,Ghost Dog: The Way of the Samurai,Perrier’s Bounty,Miss Julie,Pulp Fiction,Veronica Guerin,Iris,Roll Bounce,Bound,The Longshots,The Wind That Shakes the Barley,The 33,The Godfather: Part II,Civil Brand,The Fighter,Sleepers,Black Mass,Sugar Hill,Midnight Run"
"Agent Cody Banks,Ballistic: Ecks vs. Sever,Agent Cody Banks 2: Destination London,Bad Company,Get Smart,Spy Hard,The Sentinel,Face/Off,Suspect Zero,Bandits,Machete Kills,The Man from U.N.C.L.E.,Jack Ryan: Shadow Recruit,American Heist,Mission: Impossible II,Mission: Impossible,The Crocodile Hunter: Collision Course,G-Force,Knock Off,Harley Davidson and the Marlboro Man,Tinker Tailor Soldier Spy,A Sound of Thunder,The X Files: I Want to Believe,The Last Shot,Big Momma's House 2"
"Nanny McPhee,Nanny McPhee and the Big Bang,Yours, Mine and Ours,The Ant Bully,Everybody's Fine,The Harvest (La Cosecha),Where the Wild Things Are,The Haunted Mansion,Arthur and the Invisibles,Garden State,The Master of Disguise,Zookeeper,The Adventures of Elmo in Grouchland,Adam,Thunderbirds,DysFunktional Family,Cheaper by the Dozen,Click,Shaun of the Dead,Paul,East Is East,Mrs. Doubtfire,Inspector Gadget,Bedtime Stories,The Whole Ten Yards"
"Scarface,El Rey de Najayo,Lone Wolf McQuade,Light Sleeper,Novocaine,The Death and Life of Bobby Z,1982,State of Play,A Low Down Dirty Shame,Layer Cake,Faster,Homefront,Wild Target,Traffic,Enter the Void,Should've Been Romeo,Shaft,Only the Strong,The Counselor,Crank,Pain & Gain,Rockaway,Get Rich or Die Tryin',Only God Forgives,The Young Unknowns"
"Nothing to Lose,30 Minutes or Less,Youth in Revolt,What's the Worst That Could Happen?,The Mask of Zorro,Thank You for Smoking,Wild Target,Rockaway,Everything Must Go,Grosse Pointe Blank,Stripes,Days of Thunder,King's Ransom,Sexy Beast,Imagine That,The Adventures of Elmo in Grouchland,Should've Been Romeo,Multiplicity,All Is Lost,Jeff, Who Lives at Home,The Night Visitor,Hellraiser,Flying By,Iron Man 2,The Whole Ten Yards"
"The Last Emperor,Should've Been Romeo,All Is Lost,Multiplicity,Pound of Flesh,Hellraiser,The Adventures of Elmo in Grouchland,Jeff, Who Lives at Home,Gran Torino,All That Jazz,Nine,1982,Wild Target,Elizabethtown,Flying By,Garden State,Blue Like Jazz,Rockaway,20 Dates,Jarhead,The Whole Ten Yards,Crimson Tide,The Truman Show,The Verdict,The Mudge Boy"
"Contraband,Wanted,Smokin' Aces,Spring Breakers,Adam,Amidst the Devil's Wings,Machine Gun Preacher,Drive,Butterfly on a Wheel,A Sound of Thunder,The Black Dahlia,United 93,Sugar Hill,Coriolanus,Furious 7,Elizabeth,Fifty Dead Men Walking,An American Haunting,Spider,Green Zone,The Spanish Prisoner,The Soloist,End of Watch,Mindhunters,I Am Wrath"
"Money Talks,Mad Money,Khiladi 786,The Brass Teapot,The Hebrew Hammer,Top Five,Drop Dead Gorgeous,Woo,The Helix... Loaded,Central Intelligence,Harold & Kumar Go to White Castle,Reno 911!: Miami,Eddie: The Sleepwalking Cannibal,Kit Kittredge: An American Girl,Dumb and Dumber,Secondhand Lions,Friday,Punch-Drunk Love,30 Minutes or Less,Keanu,The Life Aquatic with Steve Zissou,15 Minutes,After the Sunset,We're the Millers,Harold & Kumar Escape from Guantanamo Bay"
"There Will Be Blood,Should've Been Romeo,The Mudge Boy,1982,Elizabethtown,The Legend of Hercules,Blue Like Jazz,Pound of Flesh,Stardust,Wish I Was Here,The Shipping News,The Night Listener,Me You and Five Bucks,Harry Potter and the Philosopher's Stone,Garden State,Hannibal Rising,Nine,The Amazing Spider-Man,The Call of Cthulhu,The Truman Show,Little Big Top,Homefront,The Last Emperor,Resurrecting the Champ,Cavite"
"The Wild Thornberrys Movie,Rugrats Go Wild,Barnyard,Hey Arnold! The Movie,Beowulf,The SpongeBob Movie: Sponge Out of Water,The SpongeBob SquarePants Movie,Rango,The Tigger Movie,The Lego Movie,Madagascar,Up,A Bug's Life,Flushed Away,The Angry Birds Movie,The Rugrats Movie,The Croods,Spirit: Stallion of the Cimarron,Cats Don't Dance,Frozen,The Spiderwick Chronicles,The Lion of Judah,Bee Movie,200 Cigarettes,Rio"
"Rugrats Go Wild,The Wild Thornberrys Movie,Madagascar,Against the Wild,Legend of the Guardians: The Owls of Ga'Hoole,Harrison Montgomery,Alpha and Omega: The Legend of the Saw Tooth Cave,Barnyard,Rango,The Angry Birds Movie,The Lion of Judah,Headhunters,The Simpsons Movie,Blackthorn,Jonah: A VeggieTales Movie,Inside Deep Throat,The Imaginarium of Doctor Parnassus,Southland Tales,My Big Fat Independent Movie,Valiant,Anastasia,Severance,Ararat,Made in Dagenham,Spirit: Stallion of the Cimarron"
"Undercover Brother,Half Past Dead,The Last Shot,2 Guns,The Punisher,Donnie Brasco,American Hustle,Hell's Angels,I Love You, Man,Chasing Liberty,The Man,Kindergarten Cop,Baghead,The Fast and the Furious,The Rundown,The Work and the Glory II: American Zion,An American Carol,10 Days in a Madhouse,I Married a Strange Person!,Our Idiot Brother,The Boondock Saints,Ride Along 2,The Naked Gun 33⅓: The Final Insult,Man of the House,The Man with the Iron Fists"
"The Sisterhood of the Traveling Pants,Home for the Holidays,My Girl,There Goes My Baby,Warcraft,Last Holiday,Joyful Noise,Eulogy,Twilight,Percy Jackson: Sea of Monsters,Bride Wars,Timecop,The Finest Hours,Mud,The Exploding Girl,Stolen Summer,The Way Way Back,All About Steve,Joy,Choke,Gulliver's Travels,Beautiful Creatures,The Count of Monte Cristo,I Know What You Did Last Summer,(500) Days of Summer"
"Kiss of the Dragon,The French Connection,Death Sentence,Devil's Due,Victor Frankenstein,Chain Reaction,The Heat,Novocaine,Independence Day: Resurgence,The Frozen Ground,Fantastic Four,Taken 3,From Hell,Eragon,Scarface,Max Payne,Gulliver's Travels,Minority Report,Parental Guidance,Lincoln,Paparazzi,The Internship,Reno 911!: Miami,Transporter 2,Dragonball Evolution"
"The House Bunny,Elsa & Fred,House at the End of the Street,The Possession,Say It Isn't So,Me Before You,Mr. Deeds,The Spectacular Now,Deuce Bigalow: Male Gigolo,For a Good Time, Call...,50 First Dates,All the Real Girls,Grown Ups,Seven Pounds,Grown Ups 2,The Poker House,Confessions of a Teenage Drama Queen,Mean Girls,Happy Gilmore,Kit Kittredge: An American Girl,B-Girl,Spring Breakers,American Pie,Troop Beverly Hills,Juno"
"Beauty Shop,The Salon,Barbershop 2:  Back in Business,Bathing Beauty,The Women,Barbershop,Shall We Dance?,Original Sin,Newlyweds,Hope Springs,Fame,Who's Your Caddy?,Mallrats,Show Boat,The Thomas Crown Affair,Shallow Hal,Molly,Flawless,Diner,Annie Get Your Gun,A Night at the Roxbury,Species,Nine 1/2 Weeks,Crazy, Stupid, Love.,Heartbreakers"
"Million Dollar Arm,The Greatest Game Ever Played,The Game Plan,Jerry Maguire,Remember the Titans,When the Game Stands Tall,Beer League,For Love of the Game,The Fan,Murderball,Wreck-It Ralph,Resurrecting the Champ,Draft Day,Trouble with the Curve,The Muppets,Mystery, Alaska,Ice Princess,The 5th Quarter,The Perfect Game,Southpaw,Indie Game: The Movie,Any Given Sunday,Ali,Casino Royale,The Fighter"
"The Giver,Hoot,The Railway Man,Hardball,Blood and Chocolate,World War Z,Charlie and the Chocolate Factory,Shattered Glass,Blood Ties,The Great Raid,Tea with Mussolini,Doubt,Hanging Up,Angel Eyes,Remember the Titans,St. Vincent,The Cry of the Owl,The Thirteenth Floor,Alone With Her,The Insider,Godsend,Fury,Wonder Boys,Astro Boy,Around the World in 80 Days"
"What a Girl Wants,Girl 6,Harrison Montgomery,The Duchess,The Iron Lady,Jersey Girl,The Life Aquatic with Steve Zissou,The Full Monty,Welcome to the Rileys,20 Dates,The Wind That Shakes the Barley,Marie Antoinette,Raising Helen,Blackthorn,Napoleon Dynamite,Fireproof,Dancer in the Dark,Wah-Wah,A Walk to Remember,The Big Lebowski,Catwoman,Endless Love,Headhunters,Southland Tales,Blue Valentine"
